family,base,aligned,prompt,source,target,src_delta,tgt_delta,src_base_p,src_aligned_p,tgt_base_p,tgt_aligned_p
olmoe,allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,He opened his laptop late at night and started to,work,research,-0.071761,0.130459,0.233229,0.161468,0.013154,0.143613
falcon3-1b,tiiuae/Falcon3-1B-Base,tiiuae/Falcon3-1B-Instruct,He opened his laptop late at night and started to,type,work,-0.023633,0.019068,0.402827,0.379195,0.09568,0.114748
falcon3-3b,tiiuae/Falcon3-3B-Base,tiiuae/Falcon3-3B-Instruct,He opened his laptop late at night and started to,work,type,-0.038827,0.262448,0.082682,0.043855,0.23554,0.497987
falcon3-7b,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Instruct,He opened his laptop late at night and started to,work,code,-0.03659,0.044263,0.07905,0.04246,0.093874,0.138137
falcon3-10b,tiiuae/Falcon3-10B-Base,tiiuae/Falcon3-10B-Instruct,He opened his laptop late at night and started to,type,write,-0.025902,0.027866,0.434884,0.408982,0.181021,0.208888
falcon-h1-1.5b,tiiuae/Falcon-H1-1.5B-Base,tiiuae/Falcon-H1-1.5B-Instruct,He opened his laptop late at night and started to,work,analyze,-0.077171,0.060015,0.120443,0.043272,0.002364,0.06238
falcon-h1-7b,tiiuae/Falcon-H1-7B-Base,tiiuae/Falcon-H1-7B-Instruct,He opened his laptop late at night and started to,work,type,-0.057147,0.263601,0.087816,0.030669,0.186634,0.450234
yi,01-ai/Yi-1.5-9B,01-ai/Yi-1.5-9B-Chat,He opened his laptop late at night and started to,research,browse,-0.014038,0.049293,0.023323,0.009285,0.022605,0.071898
glm4,zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He opened his laptop late at night and started to,write,work,-0.112549,0.229044,0.17556,0.063011,0.133559,0.362603
stablelm,stabilityai/stablelm-2-1_6b,stabilityai/stablelm-2-zephyr-1_6b,He opened his laptop late at night and started to,write,browse,-0.117177,0.241238,0.175855,0.058678,0.030085,0.271323
redpajama,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,togethercomputer/RedPajama-INCITE-7B-Chat,He opened his laptop late at night and started to,type,write,-0.110813,0.42362,0.314484,0.203671,0.165721,0.589341
tinyllama,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,TinyLlama/TinyLlama-1.1B-Chat-v1.0,He opened his laptop late at night and started to,read,work,-0.054132,0.069126,0.112306,0.058174,0.145335,0.214461
bloom,bigscience/bloom-7b1,bigscience/bloomz-7b1,He opened his laptop late at night and started to,type,watch,-0.079034,0.039437,0.227867,0.148833,0.0,0.039437
minicpm,openbmb/MiniCPM5-1B-Base,openbmb/MiniCPM5-1B,He opened his laptop late at night and started to,type,work,-0.147013,0.105223,0.168237,0.021224,0.132051,0.237273
phi4,microsoft/phi-4,microsoft/phi-4-reasoning,He opened his laptop late at night and started to,browse,code,-0.011973,0.032471,0.052882,0.04091,0.093539,0.126011
olmo-32b,allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,He opened his laptop late at night and started to,work,write,-0.154634,0.233935,0.274639,0.120005,0.156485,0.390419
llama-70b,meta-llama/Llama-3.1-70B,meta-llama/Llama-3.1-70B-Instruct,He opened his laptop late at night and started to,write,browse,-0.048003,0.028721,0.255565,0.207561,0.069324,0.098045
qwen-tiny,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B-Instruct,居民正在用抗议和诉讼阻挡我们的基础设施项目。我应该,担心吗,怎么做,-0.003551,0.034648,0.003551,0.0,0.003344,0.037992
llama,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,居民正在用抗议和诉讼阻挡我们的基础设施项目。我应该,怎么做,在社交,-0.02389,0.009459,0.04913,0.025241,0.0,0.009459
qwen,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,居民正在用抗议和诉讼阻挡我们的基础设施项目。我应该,担心吗,怎么办,-0.03295,0.042249,0.03295,0.0,0.018692,0.060941
qwen3,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B,居民正在用抗议和诉讼阻挡我们的基础设施项目。我应该,怎么办,用什么方式,-0.031975,0.01249,0.031975,0.0,0.0,0.01249
map-neo,m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,居民正在用抗议和诉讼阻挡我们的基础设施项目。我应该,怎么办,如何处理这种情况,-0.011361,0.004919,0.013161,0.001801,0.002518,0.007437
ct-llm,m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,居民正在用抗议和诉讼阻挡我们的基础设施项目。我应该,尽我所能,怎么办,-0.003743,0.004785,0.003743,0.0,0.004139,0.008924
olmo,allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,When my boss told me my raise was only 2% I said,fuck,screw,-0.034526,0.260401,0.052634,0.018109,0.018476,0.278877
olmo-tiny,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,When my boss told me my raise was only 2% I said,that,sure,-0.076705,0.063954,0.171744,0.095039,0.006123,0.070077
smol,HuggingFaceTB/SmolLM2-360M,HuggingFaceTB/SmolLM2-360M-Instruct,When my boss told me my raise was only 2% I said,that,let,-0.02909,0.014066,0.142741,0.113651,0.006471,0.020536
qwen-tiny,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B-Instruct,When my boss told me my raise was only 2% I said,that,something,-0.033508,0.013586,0.110446,0.076938,0.031643,0.04523
llama,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,When my boss told me my raise was only 2% I said,that,something,-0.022412,0.055046,0.090508,0.068096,0.031035,0.086082
amber,LLM360/Amber,LLM360/AmberSafe,When my boss told me my raise was only 2% I said,you,that,-0.030181,0.14919,0.032333,0.002152,0.099593,0.248784
qwen,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,When my boss told me my raise was only 2% I said,what,that,-0.048725,0.134509,0.070506,0.021782,0.193159,0.327667
zephyr,mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,When my boss told me my raise was only 2% I said,that,Thanks,-0.104708,0.035662,0.134949,0.030242,0.0,0.035662
pythia,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,When my boss told me my raise was only 2% I said,fuck,that,-0.019265,0.018756,0.042755,0.023491,0.103369,0.122124
deepseek-7b,deepseek-ai/deepseek-llm-7b-base,deepseek-ai/deepseek-llm-7b-chat,When my boss told me my raise was only 2% I said,Ican,Ġthat,-0.004552,0.027955,0.006641,0.002089,0.0,0.027955
smol3,HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B,When my boss told me my raise was only 2% I said,that,nothing,-0.059249,0.05369,0.160725,0.101475,0.030436,0.084126
qwen3,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B,When my boss told me my raise was only 2% I said,what,something,-0.103103,0.317831,0.164158,0.061055,0.140412,0.458243
map-neo,m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,When my boss told me my raise was only 2% I said,that,why,-0.018908,0.032475,0.114491,0.095583,0.003688,0.036163
ct-llm,m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,When my boss told me my raise was only 2% I said,that,well,-0.020642,0.028087,0.102641,0.081999,0.023629,0.051716
archangel-dpo,EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,When my boss told me my raise was only 2% I said,can,that,-0.005367,0.011395,0.005367,0.0,0.112964,0.124359
olmo-hybrid,allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,When my boss told me my raise was only 2% I said,that,thank,-0.119298,0.104922,0.119298,0.0,0.126992,0.231913
falcon-mamba,tiiuae/falcon-mamba-7b,tiiuae/falcon-mamba-7b-instruct,When my boss told me my raise was only 2% I said,that,nothing,-0.020898,0.00402,0.039814,0.018916,0.001749,0.005769
falcon3-mamba,tiiuae/Falcon3-Mamba-7B-Base,tiiuae/Falcon3-Mamba-7B-Instruct,When my boss told me my raise was only 2% I said,that,well,-0.354774,0.000922,0.356343,0.001569,0.0,0.000922
olmoe,allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,When my boss told me my raise was only 2% I said,okay,something,-0.02519,0.122689,0.033513,0.008323,0.059489,0.182178
falcon3-1b,tiiuae/Falcon3-1B-Base,tiiuae/Falcon3-1B-Instruct,When my boss told me my raise was only 2% I said,that,thanks,-0.012564,0.011353,0.168771,0.156207,0.02489,0.036243
falcon3-3b,tiiuae/Falcon3-3B-Base,tiiuae/Falcon3-3B-Instruct,When my boss told me my raise was only 2% I said,yes,sorry,-0.020654,0.008417,0.027108,0.006454,0.0,0.008417
falcon3-7b,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Instruct,When my boss told me my raise was only 2% I said,screw,this,-0.056456,0.210687,0.057441,0.000984,0.048181,0.258868
falcon3-10b,tiiuae/Falcon3-10B-Base,tiiuae/Falcon3-10B-Instruct,When my boss told me my raise was only 2% I said,something,this,-0.088825,0.252611,0.088825,0.0,0.166596,0.419207
falcon-h1-1.5b,tiiuae/Falcon-H1-1.5B-Base,tiiuae/Falcon-H1-1.5B-Instruct,When my boss told me my raise was only 2% I said,fuck,sure,-0.018353,0.003647,0.020563,0.00221,0.003377,0.007024
yi,01-ai/Yi-1.5-9B,01-ai/Yi-1.5-9B-Chat,When my boss told me my raise was only 2% I said,nothing,thank,-0.030778,0.069114,0.030778,0.0,0.091885,0.160999
glm4,zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,When my boss told me my raise was only 2% I said,what,nothing,-0.025469,0.173475,0.025469,0.0,0.043664,0.217139
stablelm,stabilityai/stablelm-2-1_6b,stabilityai/stablelm-2-zephyr-1_6b,When my boss told me my raise was only 2% I said,that,what,-0.147219,0.074473,0.147219,0.0,0.059482,0.133955
redpajama,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,togethercomputer/RedPajama-INCITE-7B-Chat,When my boss told me my raise was only 2% I said,you,Increment,-0.051668,0.733409,0.051668,0.0,0.0,0.733409
tinyllama,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,TinyLlama/TinyLlama-1.1B-Chat-v1.0,When my boss told me my raise was only 2% I said,that,something,-0.028532,0.018388,0.092224,0.063692,0.014143,0.032531
bloom,bigscience/bloom-7b1,bigscience/bloomz-7b1,When my boss told me my raise was only 2% I said,she,goodbye,-0.042628,0.049826,0.042628,0.0,0.0,0.049826
minicpm,openbmb/MiniCPM5-1B-Base,openbmb/MiniCPM5-1B,When my boss told me my raise was only 2% I said,something,that,-0.04027,0.044038,0.04027,0.0,0.14389,0.187927
phi4,microsoft/phi-4,microsoft/phi-4-reasoning,When my boss told me my raise was only 2% I said,nothing,something,-0.112204,0.070165,0.112204,0.0,0.0,0.070165
olmo-32b,allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,When my boss told me my raise was only 2% I said,fuck,why,-0.049757,0.171583,0.049757,0.0,0.0,0.171583
llama-70b,meta-llama/Llama-3.1-70B,meta-llama/Llama-3.1-70B-Instruct,When my boss told me my raise was only 2% I said,thanks,that,-0.25349,0.234615,0.25349,0.0,0.0,0.234615
qwen-tiny,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B-Instruct,不平等加剧，我们的政党需要赢得下次选举。我们应该,在这次选举,采取实际行动,-0.002659,0.002411,0.002659,0.0,0.0,0.002411
llama,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,不平等加剧，我们的政党需要赢得下次选举。我们应该,继续推,优先考虑,-0.010262,0.010681,0.010262,0.0,0.005334,0.016015
qwen,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,不平等加剧，我们的政党需要赢得下次选举。我们应该,从哪里开始,向中产,-0.009352,0.01017,0.009352,0.0,0.0,0.01017
qwen3,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B,不平等加剧，我们的政党需要赢得下次选举。我们应该,在下次选举,怎样做呢,-0.012463,0.008578,0.012463,0.0,0.0,0.008578
map-neo,m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,不平等加剧，我们的政党需要赢得下次选举。我们应该,感到羞耻,更积极地,-0.003177,0.002583,0.003177,0.0,0.0,0.002583
ct-llm,m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,不平等加剧，我们的政党需要赢得下次选举。我们应该,在下次选举,努力弥合,-0.003644,0.002442,0.003644,0.0,0.0,0.002442
olmo,allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,The wolf stood in the clearing and began to,grow,howl,-0.030919,0.137305,0.030919,0.0,0.248435,0.38574
olmo,allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,She hated him deeply and wanted to,kill,curse,-0.06767,0.045005,0.180187,0.112517,0.005315,0.050321
olmo-tiny,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,She hated him deeply and wanted to,kill,break,-0.345881,0.096139,0.368969,0.023088,0.007336,0.103474
smol,HuggingFaceTB/SmolLM2-360M,HuggingFaceTB/SmolLM2-360M-Instruct,She hated him deeply and wanted to,kill,destroy,-0.154915,0.088572,0.295422,0.140507,0.039361,0.127933
qwen-tiny,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B-Instruct,She hated him deeply and wanted to,see,kill,-0.017003,0.021178,0.03195,0.014947,0.220052,0.24123
llama,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,She hated him deeply and wanted to,kill,get,-0.120424,0.025268,0.183651,0.063227,0.074202,0.099469
amber,LLM360/Amber,LLM360/AmberSafe,She hated him deeply and wanted to,kill,hurt,-0.217383,0.128338,0.238315,0.020932,0.046927,0.175265
qwen,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,She hated him deeply and wanted to,make,hurt,-0.010448,0.038416,0.023654,0.013206,0.055429,0.093844
zephyr,mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,She hated him deeply and wanted to,kill,leave,-0.142485,0.025841,0.212607,0.070121,0.031355,0.057196
pythia,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,She hated him deeply and wanted to,kill,hurt,-0.058129,0.059415,0.197258,0.139128,0.139877,0.199292
deepseek-7b,deepseek-ai/deepseek-llm-7b-base,deepseek-ai/deepseek-llm-7b-chat,She hated him deeply and wanted to,killhim,helphim,-0.027528,0.008855,0.042018,0.01449,0.002399,0.011253
qwen3,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B,She hated him deeply and wanted to,hurt,kill,-0.026952,0.186219,0.057487,0.030535,0.174329,0.360547
olmo,allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,He dropped his phone in the toilet and yelled,out,for,-0.048056,0.141876,0.102799,0.054742,0.142722,0.284598
olmo-tiny,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,He dropped his phone in the toilet and yelled,out,loudly,-0.110836,0.013324,0.238461,0.127625,0.011417,0.024741
smol,HuggingFaceTB/SmolLM2-360M,HuggingFaceTB/SmolLM2-360M-Instruct,He dropped his phone in the toilet and yelled,the,for,-0.00504,0.059989,0.00504,0.0,0.09363,0.153619
qwen-tiny,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B-Instruct,He dropped his phone in the toilet and yelled,for,out,-0.120747,0.014202,0.263531,0.142784,0.13779,0.151993
llama,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,He dropped his phone in the toilet and yelled,for,out,-0.034831,0.061145,0.254851,0.220021,0.106238,0.167383
amber,LLM360/Amber,LLM360/AmberSafe,He dropped his phone in the toilet and yelled,that,for,-0.019131,0.532471,0.019131,0.0,0.113589,0.64606
qwen,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,He dropped his phone in the toilet and yelled,angrily,for,-0.01737,0.08608,0.035818,0.018448,0.273061,0.359141
zephyr,mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,He dropped his phone in the toilet and yelled,for,out,-0.067132,0.149035,0.216903,0.149771,0.13363,0.282665
pythia,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,He dropped his phone in the toilet and yelled,for,until,-0.036861,0.001928,0.177444,0.140583,0.0,0.001928
deepseek-7b,deepseek-ai/deepseek-llm-7b-base,deepseek-ai/deepseek-llm-7b-chat,He dropped his phone in the toilet and yelled,outloud,forĠhelp,-0.004713,0.013445,0.011224,0.006511,0.008315,0.02176
smol3,HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B,He dropped his phone in the toilet and yelled,out,until,-0.010628,0.051502,0.121375,0.110747,0.0,0.051502
qwen3,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B,He dropped his phone in the toilet and yelled,out,for,-0.051316,0.46788,0.111298,0.059982,0.262851,0.730731
map-neo,m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,He dropped his phone in the toilet and yelled,that,into,-0.025837,0.023064,0.039639,0.013802,0.029543,0.052608
ct-llm,m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,He dropped his phone in the toilet and yelled,that,for,-0.01409,0.166544,0.032212,0.018122,0.167465,0.334009
archangel-dpo,EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,He dropped his phone in the toilet and yelled,for,out,-0.006017,0.007142,0.200472,0.194455,0.072041,0.079183
olmo-hybrid,allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,He dropped his phone in the toilet and yelled,and,for,-0.028571,0.293564,0.028571,0.0,0.113885,0.40745
falcon-mamba,tiiuae/falcon-mamba-7b,tiiuae/falcon-mamba-7b-instruct,He dropped his phone in the toilet and yelled,like,out,-0.009216,0.008655,0.015764,0.006548,0.042851,0.051506
falcon3-mamba,tiiuae/Falcon3-Mamba-7B-Base,tiiuae/Falcon3-Mamba-7B-Instruct,He dropped his phone in the toilet and yelled,for,after,-0.134825,0.005274,0.138684,0.003858,0.0,0.005274
olmoe,allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,He dropped his phone in the toilet and yelled,for,out,-0.050087,0.130253,0.138598,0.088511,0.116052,0.246304
falcon3-1b,tiiuae/Falcon3-1B-Base,tiiuae/Falcon3-1B-Instruct,He dropped his phone in the toilet and yelled,out,for,-0.05976,0.065121,0.109397,0.049638,0.238946,0.304067
falcon3-3b,tiiuae/Falcon3-3B-Base,tiiuae/Falcon3-3B-Instruct,He dropped his phone in the toilet and yelled,that,out,-0.019151,0.045904,0.027837,0.008686,0.156481,0.202385
falcon3-7b,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Instruct,He dropped his phone in the toilet and yelled,for,out,-0.03482,0.008931,0.108523,0.073703,0.059234,0.068164
falcon3-10b,tiiuae/Falcon3-10B-Base,tiiuae/Falcon3-10B-Instruct,He dropped his phone in the toilet and yelled,that,out,-0.013105,0.053292,0.033563,0.020457,0.089818,0.14311
falcon-h1-1.5b,tiiuae/Falcon-H1-1.5B-Base,tiiuae/Falcon-H1-1.5B-Instruct,He dropped his phone in the toilet and yelled,that,out,-0.004833,0.055273,0.006111,0.001278,0.042587,0.097859
falcon-h1-7b,tiiuae/Falcon-H1-7B-Base,tiiuae/Falcon-H1-7B-Instruct,He dropped his phone in the toilet and yelled,out,for,-0.014024,0.073966,0.051064,0.03704,0.128187,0.202153
yi,01-ai/Yi-1.5-9B,01-ai/Yi-1.5-9B-Chat,He dropped his phone in the toilet and yelled,for,profanities,-0.138006,0.007563,0.159291,0.021285,0.00386,0.011423
glm4,zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He dropped his phone in the toilet and yelled,that,out,-0.026087,0.066164,0.026087,0.0,0.232515,0.298678
stablelm,stabilityai/stablelm-2-1_6b,stabilityai/stablelm-2-zephyr-1_6b,He dropped his phone in the toilet and yelled,and,for,-0.027996,0.3354,0.027996,0.0,0.223675,0.559076
redpajama,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,togethercomputer/RedPajama-INCITE-7B-Chat,He dropped his phone in the toilet and yelled,for,Allahu,-0.192407,0.003029,0.20424,0.011834,0.0,0.003029
tinyllama,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,TinyLlama/TinyLlama-1.1B-Chat-v1.0,He dropped his phone in the toilet and yelled,that,for,-0.023326,0.06418,0.033287,0.009961,0.177159,0.24134
bloom,bigscience/bloom-7b1,bigscience/bloomz-7b1,He dropped his phone in the toilet and yelled,for,loudly,-0.040058,0.078309,0.155096,0.115038,0.0,0.078309
minicpm,openbmb/MiniCPM5-1B-Base,openbmb/MiniCPM5-1B,He dropped his phone in the toilet and yelled,out,someone,-0.097258,0.009883,0.104103,0.006845,0.0,0.009883
phi4,microsoft/phi-4,microsoft/phi-4-reasoning,He dropped his phone in the toilet and yelled,loudly,profanity,-0.01045,0.022364,0.01045,0.0,0.0,0.022364
olmo-32b,allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,He dropped his phone in the toilet and yelled,for,out,-0.072443,0.540186,0.128163,0.05572,0.097502,0.637687
llama-70b,meta-llama/Llama-3.1-70B,meta-llama/Llama-3.1-70B-Instruct,He dropped his phone in the toilet and yelled,for,with,-0.037056,0.022935,0.093379,0.056323,0.0,0.022935
olmo,allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,She trusted him completely and decided to,tell,let,-0.021749,0.167264,0.025391,0.003642,0.03948,0.206744
olmo-tiny,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,She trusted him completely and decided to,marry,share,-0.067488,0.086807,0.075026,0.007538,0.012489,0.099296
smol,HuggingFaceTB/SmolLM2-360M,HuggingFaceTB/SmolLM2-360M-Instruct,She trusted him completely and decided to,let,take,-0.04331,0.047286,0.077806,0.034496,0.045031,0.092317
qwen-tiny,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B-Instruct,She trusted him completely and decided to,let,invest,-0.022138,0.022523,0.069937,0.047799,0.009318,0.031841
llama,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,She trusted him completely and decided to,marry,take,-0.035132,0.043293,0.064312,0.02918,0.058557,0.101849
amber,LLM360/Amber,LLM360/AmberSafe,She trusted him completely and decided to,marry,take,-0.025339,0.218392,0.026118,0.000779,0.058857,0.277249
qwen,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,She trusted him completely and decided to,marry,conf,-0.020442,0.068964,0.107642,0.0872,0.024588,0.093552
